issue_category,issue_sub_category,issue_category_sub_category,product_sub_category,conversation,issue_area_Login and Account,issue_area_Order,issue_area_Shipping,issue_area_Shopping,issue_area_Warranty,customer_sentiment_negative,customer_sentiment_neutral,customer_sentiment_positive,product_category_Electronics,product_category_Men/Women/Kids,issue_complexity_less,issue_complexity_medium,agent_experience_level_inexperienced,agent_experience_level_junior,"agent_experience_level_desc_handles customer inquiries independently, possess solid troubleshooting skills, and seek guidance from more experienced team members when needed.","agent_experience_level_desc_may struggle with ambiguous queries, rely on clarification from customers or guidance from senior team members, find it difficult to de-escalate tense situations, and may rely on predefined steps or escalate to supervisors for support"
24,39,39,43,86,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
27,58,58,11,87,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
4,14,14,44,88,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
16,59,59,40,89,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
14,60,60,41,90,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True
19,29,29,17,91,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
0,23,23,45,92,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
14,60,60,21,93,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
21,52,52,21,94,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
29,61,61,17,95,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
8,38,38,35,96,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False
23,62,62,6,97,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
4,34,34,26,98,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True
24,39,39,39,99,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True
30,63,63,30,100,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
3,3,3,13,101,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
20,30,30,45,102,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
31,64,64,42,103,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
4,18,18,46,104,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
1,46,46,32,105,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
32,65,65,44,106,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
0,66,66,33,107,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
4,34,34,30,108,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
11,21,21,21,109,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
33,67,67,38,110,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
5,68,68,12,111,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
18,69,69,45,112,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
13,37,37,18,113,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
30,63,63,25,114,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
8,51,51,1,115,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True
32,65,65,42,116,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True
24,39,39,30,117,False,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False
14,60,60,39,118,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True
4,26,26,32,119,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
4,18,18,26,120,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
2,42,42,15,121,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
17,24,24,41,122,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False
18,70,70,46,123,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
30,63,63,9,124,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False
14,19,19,47,125,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
13,16,16,25,126,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True
3,3,3,0,127,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
2,2,2,14,128,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
5,68,68,4,129,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
16,59,59,29,130,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True
0,9,9,21,131,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
30,63,63,37,132,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
33,71,71,44,133,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False
19,29,29,42,134,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
11,72,72,6,135,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
32,73,73,1,136,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
13,37,37,3,137,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
18,70,70,43,138,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
33,67,67,33,139,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
2,2,2,12,140,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
10,74,74,23,141,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
33,67,67,48,142,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
34,75,75,7,143,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False
20,76,76,0,144,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
23,43,43,25,145,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
20,30,30,27,146,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,True
35,77,77,26,147,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,False
10,74,74,41,148,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
25,78,78,6,149,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True
4,79,79,15,150,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
16,59,59,33,151,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
8,38,38,20,152,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
6,32,32,33,153,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
14,60,60,2,154,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
18,28,28,10,155,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
11,21,21,24,156,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
0,0,0,20,157,True,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
25,80,80,49,158,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,81,81,39,159,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0,66,66,46,160,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
1,1,1,11,161,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
17,55,55,2,162,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,True
1,82,82,47,163,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
28,57,57,29,164,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
19,29,29,33,165,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
25,78,78,47,166,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
1,83,83,31,167,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
17,55,55,33,168,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
8,51,51,2,169,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,84,84,16,170,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
28,57,57,38,171,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
11,35,35,49,172,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0,9,9,9,173,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
11,12,12,39,174,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1,40,40,16,175,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
0,9,9,30,176,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
10,85,85,13,177,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False
5,68,68,45,178,True,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
2,86,86,12,179,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
25,78,78,20,180,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True
11,72,72,49,181,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2,87,87,2,182,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
1,83,83,45,183,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
25,88,88,24,184,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False
13,16,16,0,185,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
16,59,59,30,186,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
26,49,49,45,187,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False
1,83,83,37,188,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
20,89,89,29,189,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
7,90,90,4,190,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False
3,91,91,17,191,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
11,12,12,24,192,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
27,58,58,41,193,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
9,10,10,42,194,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
13,16,16,48,195,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True
4,41,41,15,196,False,True,False,False,False,False,False,False,False,True,True,False,False,True,True,False
31,64,64,9,197,False,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False
11,72,72,40,198,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
18,92,92,17,199,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False
9,10,10,0,200,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
21,31,31,29,201,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
29,61,61,0,202,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False
11,12,12,34,203,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
6,93,93,39,204,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
7,7,7,49,205,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
7,7,7,42,206,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True
5,5,5,40,207,True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
36,94,94,45,208,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
20,95,95,43,209,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
0,27,27,23,210,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
7,7,7,47,211,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
10,11,11,37,212,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
20,30,30,25,213,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
20,95,95,42,214,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
20,30,30,33,215,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False
27,54,54,36,216,False,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
13,56,56,6,217,False,True,False,False,False,False,True,False,False,True,False,True,False,True,True,False
32,96,96,46,218,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
11,21,21,29,219,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
21,52,52,5,220,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
23,36,36,30,221,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False
14,60,60,27,222,False,False,False,True,False,False,True,False,False,True,False,True,False,True,True,False
11,35,35,48,223,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
14,97,97,9,224,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True
2,86,86,1,225,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
37,98,98,35,226,False,True,False,False,False,False,True,False,False,True,True,False,False,True,True,False
11,12,12,42,227,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
4,26,26,19,228,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False
0,66,66,15,229,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True
1,82,82,45,230,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
11,84,84,9,231,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
13,37,37,49,232,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True
4,4,4,39,233,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
22,33,33,49,234,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
20,89,89,3,235,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
25,78,78,16,236,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
11,99,99,35,237,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False
4,18,18,40,238,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False
2,2,2,37,239,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
4,81,81,8,240,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
31,64,64,10,241,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False
12,15,15,1,242,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
11,21,21,34,243,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
4,4,4,28,244,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
23,43,43,18,245,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False
9,10,10,6,246,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
38,100,100,36,247,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
10,11,11,29,248,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
4,14,14,23,249,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True
28,57,57,39,250,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True
11,45,45,16,251,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,83,83,39,252,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
6,32,32,40,253,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False
2,42,42,0,254,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False
0,23,23,47,255,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
26,49,49,43,256,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False
18,28,28,23,257,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
34,75,75,2,258,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
10,11,11,30,259,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
19,29,29,16,260,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
11,45,45,27,261,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
18,69,69,35,262,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
18,69,69,19,263,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False
1,1,1,3,264,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True
2,101,101,21,265,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
4,102,102,5,266,False,True,False,False,False,True,False,False,False,False,False,True,False,True,True,False
35,77,77,34,267,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False
25,88,88,36,268,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False
14,60,60,0,269,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True
0,0,0,23,270,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
20,76,76,35,271,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
4,18,18,3,272,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False
1,25,25,23,273,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False
0,0,0,32,274,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
11,45,45,5,275,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
21,53,53,48,276,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,46,46,27,277,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
11,84,84,39,278,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
7,90,90,48,279,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False
3,3,3,24,280,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
33,71,71,30,281,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False
1,1,1,33,282,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,20,20,1,283,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
25,44,44,20,284,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False
11,21,21,46,285,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False
1,40,40,27,286,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False
11,103,103,14,287,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
17,55,55,4,288,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True
23,36,36,26,289,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
1,46,46,11,290,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
11,104,104,7,291,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
10,85,85,48,292,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11,104,104,37,293,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
10,85,85,38,294,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True
0,0,0,5,295,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
4,41,41,45,196,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True
23,62,62,4,296,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False
1,83,83,25,297,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
19,105,105,11,298,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False
22,33,33,3,299,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
32,65,65,38,300,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
25,44,44,14,301,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
20,30,30,11,302,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11,104,104,27,303,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
13,56,56,44,304,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False
0,9,9,1,305,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
9,10,10,44,306,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False
0,0,0,16,307,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
4,48,48,18,308,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
27,58,58,36,309,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False
23,43,43,31,310,False,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False
10,74,74,29,311,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False
1,1,1,38,312,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
17,55,55,8,313,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False
18,92,92,45,314,False,True,False,False,False,True,False,False,False,True,True,False,False,True,True,False
27,54,54,20,315,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,False
7,7,7,15,316,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True
